"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"43","group","Mt. Dickason-Dufayel Island",0,0.76063399012822,-0.00816906562912301,1.52943704588556,0.0569650060583788
"44","group","Mt. Nansen-Dufayel Island",0,0.747735567880365,-0.0462808138427172,1.54175194960345,0.0993216128780426
"45","group","Mt. Keinath-Dufayel Island",0,-1.4432899320127e-15,-0.972467491316253,0.97246749131625,1
"46","group","Anderson Ridge-Dufayel Island",0,0.269283210704894,-0.572898341129503,1.11146476253929,0.999999151853214
"47","group","Vegetation Island-Dufayel Island",0,0.817779397729745,0.0489763419724023,1.58658245348709,0.0218603418205093
"48","group","Mt. Larsen-Dufayel Island",0,0.372388443247331,-0.469793108587066,1.21456999508173,0.998980460502733
"49","group","Inexpressible Island-Dufayel Island",0,0.85504269566038,0.119926369912475,1.59015902140828,0.00523052060596318
"50","group","Mt. Billing-Dufayel Island",0,0.743422032673769,0.018587560509827,1.46825650483771,0.0361659480729004
"51","group","Widowmaker Pass-Dufayel Island",0,0.637365656168462,-0.13143739958888,1.4061687119258,0.29869933610101
"52","group","Trio Nunatak-Dufayel Island",0,0.717159522916302,-0.0121910955708866,1.44651014140349,0.0613221432048602
"53","group","Unnamed Nunatak-Dufayel Island",0,0.712619082216187,-0.0406509975030024,1.46588916193538,0.0946321059976608
"54","group","Harrow Peak-Dufayel Island",0,-9.99200722162641e-16,-0.972467491316253,0.972467491316251,1
"55","group","Mt. McGee-Dufayel Island",0,0.564347292398279,-0.277834259436119,1.40652884423268,0.765229907152456
"56","group","Ricker Hills-Dufayel Island",0,0.472403208110042,-0.270331106863381,1.21513752308346,0.847787999339379
"57","group","Mt. Bowen-Dufayel Island",0,2.22044604925031e-16,-0.972467491316251,0.972467491316252,1
"58","group","Pudding Butte-Dufayel Island",0,0.754946099953667,0.0392294054884266,1.47066279441891,0.0246468194141466
"59","group","Starr Nunatak-Dufayel Island",0,0.772727267864772,0.0194571881455827,1.52599734758396,0.036079218429137
"60","group","Richard Nunatak-Dufayel Island",0,0.590719401656384,-0.251462150178013,1.43290095349078,0.67588634538846
"61","group","Schultz Peak-Dufayel Island",0,0.651202689403207,-0.19097886243119,1.4933842412376,0.453598975852513
"62","group","Battleship Promontory-Dufayel Island",0,0.810860371310466,0.102058976164722,1.51966176645621,0.00697212101994538
"63","group","Convoy Range-Dufayel Island",0,0.717087310249777,-0.0769290714733055,1.51110369197286,0.150100898233467
"64","group","Mt. Elektra-Dufayel Island",0,0.843454880857926,0.131681559071221,1.55522820264463,0.00374306403398961
"65","group","Siegfried Peak-Dufayel Island",0,0.783057328813946,0.0297872490947561,1.53632740853314,0.0301841396096421
"66","group","Linnaeus Terrace-Dufayel Island",0,0.827185654348232,0.120704400927223,1.53366690776924,0.00465175156511066
"67","group","Finger Mt.-Dufayel Island",0,0.77397620017125,0.0557613595609574,1.49219104078154,0.018064138519593
"68","group","University Valley-Dufayel Island",0,0.786047496818614,0.0612130246546725,1.51088196898256,0.0164359308390228
"69","group","Knobhead-Dufayel Island",0,2.1094237467878e-15,-0.97246749131625,0.972467491316254,1
"70","group","Crater Circle-Helliwell Hills",0,-0.0122277644518626,-0.58754729096163,0.563091762057905,1
"71","group","Mt. Burrow-Helliwell Hills",0,-0.0175325977213752,-0.592852124231143,0.557786928788393,1
"72","group","Archambault Ridge-Helliwell Hills",0,-0.253512500719096,-0.828832027228863,0.321807025790672,0.999043358182076
"73","group","Random Hills-Helliwell Hills",0,0.0723983738171479,-0.429781679328979,0.574578426963274,1
"74","group","Kay Island-Helliwell Hills",0,-0.0339465796941433,-0.53612663284027,0.468233473451983,1
"75","group","Mt. New Zealand-Helliwell Hills",0,0.0143421681275612,-0.420558515170804,0.449242851425926,1
"76","group","Mt. Dickason-Helliwell Hills",0,0.0493624197442865,-0.411919413710119,0.510644253198692,1
"77","group","Mt. Nansen-Helliwell Hills",0,0.0364639974964323,-0.465716055649694,0.538644050642559,1
"78","group","Mt. Keinath-Helliwell Hills",0,-0.711271570383935,-1.46454165010312,0.0419985093352552,0.0965510022586082
"79","group","Anderson Ridge-Helliwell Hills",0,-0.441988359679039,-1.01730788618881,0.133331166830729,0.468730802691927
"80","group","Vegetation Island-Helliwell Hills",0,0.106507827345812,-0.354774006108594,0.567789660800217,0.999999999883946
"81","group","Mt. Larsen-Helliwell Hills",0,-0.338883127136602,-0.91420265364637,0.236436399373166,0.929341861303821
"82","group","Inexpressible Island-Helliwell Hills",0,0.143771125276447,-0.258868668725996,0.54641091927889,0.999987985441016
"83","group","Mt. Billing-Helliwell Hills",0,0.0321504622898358,-0.351395888716676,0.415696813296348,1
"84","group","Widowmaker Pass-Helliwell Hills",0,-0.073905914215471,-0.535187747669877,0.387375919238935,1
"85","group","Trio Nunatak-Helliwell Hills",0,0.00588795253236918,-0.386126225809276,0.397902130874014,1
"86","group","Unnamed Nunatak-Helliwell Hills",0,0.00134751183225423,-0.433553171466111,0.436248195130619,1
"87","group","Harrow Peak-Helliwell Hills",0,-0.711271570383934,-1.46454165010312,0.0419985093352556,0.0965510022586085
"88","group","Mt. McGee-Helliwell Hills",0,-0.146924277985655,-0.722243804495422,0.428395248524113,0.999999997888873
"89","group","Ricker Hills-Helliwell Hills",0,-0.238868362273891,-0.6552540656455,0.177517341097718,0.947683112686412
"90","group","Mt. Bowen-Helliwell Hills",0,-0.711271570383933,-1.46454165010312,0.0419985093352568,0.0965510022586101
"91","group","Pudding Butte-Helliwell Hills",0,0.0436745295697341,-0.322348936986006,0.409697996125474,1
"92","group","Starr Nunatak-Helliwell Hills",0,0.0614556974808393,-0.373444985817526,0.496356380779204,1
"93","group","Richard Nunatak-Helliwell Hills",0,-0.120552168727549,-0.695871695237317,0.454767357782218,0.999999999993734
"94","group","Schultz Peak-Helliwell Hills",0,-0.0600688809807257,-0.635388407490493,0.515250645529042,1
"95","group","Battleship Promontory-Helliwell Hills",0,0.0995888009265328,-0.252721018825605,0.45189862067867,0.999999965356768
"96","group","Convoy Range-Helliwell Hills",0,0.00581573986584394,-0.496364313280283,0.50799579301197,1
"97","group","Mt. Elektra-Helliwell Hills",0,0.132183310473993,-0.226068071854828,0.490434692802814,0.999974737417799
"98","group","Siegfried Peak-Helliwell Hills",0,0.0717857584300127,-0.363114924868352,0.506686441728378,1
"99","group","Linnaeus Terrace-Helliwell Hills",0,0.115914083964299,-0.231704317114457,0.463532485043056,0.99999761617264
"100","group","Finger Mt.-Helliwell Hills",0,0.0627046297873166,-0.308179919103707,0.43358917867834,1
"101","group","University Valley-Helliwell Hills",0,0.0747759264346812,-0.308770424571831,0.458322277441193,1
"102","group","Knobhead-Helliwell Hills",0,-0.711271570383931,-1.46454165010312,0.0419985093352587,0.0965510022586127
"103","group","Mt. Burrow-Crater Circle",0,-0.00530483326951259,-0.692943190862704,0.682333524323679,1
"104","group","Archambault Ridge-Crater Circle",0,-0.241284736267233,-0.928923093860425,0.446353621325959,0.999991982762622
"105","group","Random Hills-Crater Circle",0,0.0846261382690104,-0.543098928163648,0.712351204701669,1
"106","group","Kay Island-Crater Circle",0,-0.0217188152422807,-0.649443881674939,0.606006251190377,1
"107","group","Mt. New Zealand-Crater Circle",0,0.0265699325794237,-0.548749593930344,0.601889459089191,1
"108","group","Mt. Dickason-Crater Circle",0,0.061590184196149,-0.533922102096163,0.657102470488461,1
"109","group","Mt. Nansen-Crater Circle",0,0.0486917619482948,-0.579033304484363,0.676416828380953,1
"110","group","Mt. Keinath-Crater Circle",0,-0.699043805932072,-1.54122535776647,0.143137745902325,0.296220791870341
"111","group","Anderson Ridge-Crater Circle",0,-0.429760595227176,-1.11739895282037,0.257877762366016,0.870486455508134
"112","group","Vegetation Island-Crater Circle",0,0.118735591797674,-0.476776694494638,0.714247878089986,1
"113","group","Mt. Larsen-Crater Circle",0,-0.326655362684739,-1.01429372027793,0.360982994908452,0.996417696244363
"114","group","Inexpressible Island-Crater Circle",0,0.155998889728309,-0.395338354582619,0.707336134039238,0.999999964448386
"115","group","Mt. Billing-Crater Circle",0,0.0443782267416983,-0.493173404844003,0.581929858327399,1
"116","group","Widowmaker Pass-Crater Circle",0,-0.0616781497636084,-0.65719043605592,0.533834136528704,1
"117","group","Trio Nunatak-Crater Circle",0,0.0181157169842318,-0.525510137138725,0.561741571107188,1
"118","group","Unnamed Nunatak-Crater Circle",0,0.0135752762841168,-0.561744250225651,0.588894802793885,1
"119","group","Harrow Peak-Crater Circle",0,-0.699043805932071,-1.54122535776647,0.143137745902326,0.296220791870341
"120","group","Mt. McGee-Crater Circle",0,-0.134696513533792,-0.822334871126984,0.5529418440594,1
"121","group","Ricker Hills-Crater Circle",0,-0.226640597822029,-0.788094965711627,0.334813770067569,0.999826647883747
"122","group","Mt. Bowen-Crater Circle",0,-0.69904380593207,-1.54122535776647,0.143137745902327,0.296220791870345
"123","group","Pudding Butte-Crater Circle",0,0.0559022940215966,-0.469290176716055,0.581094764759249,1
"124","group","Starr Nunatak-Crater Circle",0,0.0736834619327019,-0.501636064577066,0.64900298844247,1
"125","group","Richard Nunatak-Crater Circle",0,-0.108324404275687,-0.795962761868878,0.579313953317505,1
"126","group","Schultz Peak-Crater Circle",0,-0.0478411165288631,-0.735479474122055,0.639797241064328,1
"127","group","Battleship Promontory-Crater Circle",0,0.111816565378395,-0.403912202816498,0.627545333573289,0.999999999982177
"128","group","Convoy Range-Crater Circle",0,0.0180435043177065,-0.609681562114952,0.645768570750365,1
"129","group","Mt. Elektra-Crater Circle",0,0.144411074925856,-0.375394663971427,0.664216813823138,0.99999997829994
"130","group","Siegfried Peak-Crater Circle",0,0.0840135228818752,-0.491306003627892,0.659333049391643,1
"131","group","Linnaeus Terrace-Crater Circle",0,0.128141848416162,-0.384393522088733,0.640677218921057,0.999999998842775
"132","group","Finger Mt.-Crater Circle",0,0.0749323942391792,-0.453659416003977,0.603524204482335,1
"133","group","University Valley-Crater Circle",0,0.0870036908865438,-0.450547940699157,0.624555322472245,1
"134","group","Knobhead-Crater Circle",0,-0.699043805932068,-1.54122535776647,0.143137745902329,0.296220791870351
"135","group","Archambault Ridge-Mt. Burrow",0,-0.23597990299772,-0.923618260590912,0.451658454595471,0.999995248703405
"136","group","Random Hills-Mt. Burrow",0,0.089930971538523,-0.537794094894135,0.717656037971181,1
"137","group","Kay Island-Mt. Burrow",0,-0.0164139819727681,-0.644139048405426,0.61131108445989,1
"138","group","Mt. New Zealand-Mt. Burrow",0,0.0318747658489363,-0.543444760660831,0.607194292358704,1
"139","group","Mt. Dickason-Mt. Burrow",0,0.0668950174656616,-0.52861726882665,0.662407303757974,1
"140","group","Mt. Nansen-Mt. Burrow",0,0.0539965952178074,-0.573728471214851,0.681721661650466,1
"141","group","Mt. Keinath-Mt. Burrow",0,-0.693738972662559,-1.53592052449696,0.148442579171838,0.311987562277101
"142","group","Anderson Ridge-Mt. Burrow",0,-0.424455761957663,-1.11209411955085,0.263182595635528,0.885054740687067
"143","group","Vegetation Island-Mt. Burrow",0,0.124040425067187,-0.471471861225125,0.719552711359499,0.999999999994803
"144","group","Mt. Larsen-Mt. Burrow",0,-0.321350529415227,-1.00898888700842,0.366287828177965,0.997281340653344
"145","group","Inexpressible Island-Mt. Burrow",0,0.161303722997822,-0.390033521313106,0.71264096730875,0.999999913415585
"146","group","Mt. Billing-Mt. Burrow",0,0.0496830600112109,-0.48786857157449,0.587234691596912,1
"147","group","Widowmaker Pass-Mt. Burrow",0,-0.0563733164940958,-0.651885602786408,0.539138969798216,1
"148","group","Trio Nunatak-Mt. Burrow",0,0.0234205502537443,-0.520205303869212,0.567046404376701,1
"149","group","Unnamed Nunatak-Mt. Burrow",0,0.0188801095536294,-0.556439416956138,0.594199636063397,1
"150","group","Harrow Peak-Mt. Burrow",0,-0.693738972662559,-1.53592052449696,0.148442579171838,0.311987562277102
"151","group","Mt. McGee-Mt. Burrow",0,-0.129391680264279,-0.817030037857471,0.558246677328912,1
"152","group","Ricker Hills-Mt. Burrow",0,-0.221335764552516,-0.782790132442114,0.340118603337082,0.999893906554805
"153","group","Mt. Bowen-Mt. Burrow",0,-0.693738972662558,-1.53592052449695,0.148442579171839,0.311987562277106
"154","group","Pudding Butte-Mt. Burrow",0,0.0612071272911092,-0.463985343446543,0.586399598028761,1
"155","group","Starr Nunatak-Mt. Burrow",0,0.0789882952022145,-0.496331231307553,0.654307821711982,1
"156","group","Richard Nunatak-Mt. Burrow",0,-0.103019571006174,-0.790657928599366,0.584618786587017,1
"157","group","Schultz Peak-Mt. Burrow",0,-0.0425362832593505,-0.730174640852542,0.645102074333841,1
"158","group","Battleship Promontory-Mt. Burrow",0,0.117121398647908,-0.398607369546986,0.632850166842802,0.999999999928772
"159","group","Convoy Range-Mt. Burrow",0,0.0233483375872191,-0.604376728845439,0.651073404019877,1
"160","group","Mt. Elektra-Mt. Burrow",0,0.149715908195368,-0.370089830701914,0.669521647092651,0.999999942812429
"161","group","Siegfried Peak-Mt. Burrow",0,0.0893183561513878,-0.48600117035838,0.664637882661156,1
"162","group","Linnaeus Terrace-Mt. Burrow",0,0.133446681685674,-0.379088688819221,0.645982052190569,0.999999996365994
"163","group","Finger Mt.-Mt. Burrow",0,0.0802372275086918,-0.448354582734464,0.608829037751848,1
"164","group","University Valley-Mt. Burrow",0,0.0923085241560564,-0.445243107429644,0.629860155741757,1
"165","group","Knobhead-Mt. Burrow",0,-0.693738972662556,-1.53592052449695,0.148442579171841,0.311987562277111
"166","group","Random Hills-Archambault Ridge",0,0.325910874536244,-0.301814191896415,0.953635940968902,0.985774606121685
"167","group","Kay Island-Archambault Ridge",0,0.219565921024952,-0.408159145407706,0.84729098745761,0.999992553940795
"168","group","Mt. New Zealand-Archambault Ridge",0,0.267854668846657,-0.307464857663111,0.843174195356424,0.99745020662547
"169","group","Mt. Dickason-Archambault Ridge",0,0.302874920463382,-0.29263736582893,0.898387206755694,0.9894815047292
"170","group","Mt. Nansen-Archambault Ridge",0,0.289976498215528,-0.33774856821713,0.917701564648186,0.997771861365093
"171","group","Mt. Keinath-Archambault Ridge",0,-0.457759069664839,-1.29994062149924,0.384422482169558,0.973266538913053
"172","group","Anderson Ridge-Archambault Ridge",0,-0.188475858959943,-0.876114216553135,0.499162498633249,0.999999984970779
"173","group","Vegetation Island-Archambault Ridge",0,0.360020328064907,-0.235491958227405,0.955532614357219,0.906739476936213
"174","group","Mt. Larsen-Archambault Ridge",0,-0.0853706264175064,-0.773008984010698,0.602267731175685,1
"175","group","Inexpressible Island-Archambault Ridge",0,0.397283625995543,-0.154053618315386,0.948620870306471,0.617220713782897
"176","group","Mt. Billing-Archambault Ridge",0,0.285662963008931,-0.251888668576769,0.823214594594632,0.980267804769162
"177","group","Widowmaker Pass-Archambault Ridge",0,0.179606586503625,-0.415905699788687,0.775118872795937,0.999999808266751
"178","group","Trio Nunatak-Archambault Ridge",0,0.259400453251465,-0.284225400871491,0.803026307374421,0.996142014491674
"179","group","Unnamed Nunatak-Archambault Ridge",0,0.25486001255135,-0.320459513958418,0.830179539061118,0.99894527378084
"180","group","Harrow Peak-Archambault Ridge",0,-0.457759069664838,-1.29994062149924,0.384422482169559,0.973266538913053
"181","group","Mt. McGee-Archambault Ridge",0,0.106588222733441,-0.581050134859751,0.794226580326633,1
"182","group","Ricker Hills-Archambault Ridge",0,0.0146441384452045,-0.546810229444394,0.576098506334802,1
"183","group","Mt. Bowen-Archambault Ridge",0,-0.457759069664837,-1.29994062149923,0.38442248216956,0.973266538913054
"184","group","Pudding Butte-Archambault Ridge",0,0.29718703028883,-0.228005440448822,0.822379501026482,0.955559940563518
"185","group","Starr Nunatak-Archambault Ridge",0,0.314968198199935,-0.260351328309833,0.890287724709703,0.970629874162476
"186","group","Richard Nunatak-Archambault Ridge",0,0.132960331991546,-0.554678025601645,0.820598689584738,1
"187","group","Schultz Peak-Archambault Ridge",0,0.19344361973837,-0.494194737854822,0.881081977331561,0.999999969566862
"188","group","Battleship Promontory-Archambault Ridge",0,0.353101301645628,-0.162627466549265,0.868830069840522,0.724965816526041
"189","group","Convoy Range-Archambault Ridge",0,0.25932824058494,-0.368396825847719,0.887053307017598,0.9997231368482
"190","group","Mt. Elektra-Archambault Ridge",0,0.385695811193089,-0.134109927704194,0.905501550090371,0.550193462575069
"191","group","Siegfried Peak-Archambault Ridge",0,0.325298259149108,-0.250021267360659,0.900617785658876,0.955977408450006
"192","group","Linnaeus Terrace-Archambault Ridge",0,0.369426584683395,-0.1431087858215,0.88196195518829,0.616596865522316
"193","group","Finger Mt.-Archambault Ridge",0,0.316217130506412,-0.212374679736744,0.844808940749568,0.916466561762828
"194","group","University Valley-Archambault Ridge",0,0.328288427153777,-0.209263204431924,0.865840058739478,0.896599335274725
"195","group","Knobhead-Archambault Ridge",0,-0.457759069664835,-1.29994062149923,0.384422482169562,0.973266538913055
"196","group","Kay Island-Random Hills",0,-0.106344953511291,-0.667799321400889,0.455109414378307,1
"197","group","Mt. New Zealand-Random Hills",0,-0.0580562056895867,-0.560236258835713,0.44412384745654,1
"198","group","Mt. Dickason-Random Hills",0,-0.0230359540728614,-0.548228424810513,0.502156516664791,1
"199","group","Mt. Nansen-Random Hills",0,-0.0359343763207156,-0.597388744210314,0.525519991568882,1
"200","group","Mt. Keinath-Random Hills",0,-0.783669944201082,-1.57768632592416,0.0103464375220002,0.0586528022935084
"201","group","Anderson Ridge-Random Hills",0,-0.514386733496186,-1.14211179992884,0.113338332936472,0.323007467547242
"202","group","Vegetation Island-Random Hills",0,0.0341094535286639,-0.491083017208988,0.559301924266316,1
"203","group","Mt. Larsen-Random Hills",0,-0.41128150095375,-1.03900656738641,0.216443565478908,0.803553668846323
"204","group","Inexpressible Island-Random Hills",0,0.071372751459299,-0.403142796398505,0.545888299317103,1
"205","group","Mt. Billing-Random Hills",0,-0.0402479115273121,-0.498673483256106,0.418177660201482,1
"206","group","Widowmaker Pass-Random Hills",0,-0.146304288032619,-0.671496758770271,0.378888182705033,0.999999976643456
"207","group","Trio Nunatak-Random Hills",0,-0.0665104212847787,-0.532043790083769,0.399022947514212,1
"208","group","Unnamed Nunatak-Random Hills",0,-0.0710508619848936,-0.57323091513102,0.431129191161233,1
"209","group","Harrow Peak-Random Hills",0,-0.783669944201082,-1.57768632592416,0.0103464375220006,0.0586528022935087
"210","group","Mt. McGee-Random Hills",0,-0.219322651802802,-0.847047718235461,0.408402414629856,0.999992744581537
"211","group","Ricker Hills-Random Hills",0,-0.311266736091039,-0.797500481749165,0.174967009567087,0.838773735645395
"212","group","Mt. Bowen-Random Hills",0,-0.783669944201081,-1.57768632592416,0.0103464375220018,0.0586528022935104
"213","group","Pudding Butte-Random Hills",0,-0.0287238442474138,-0.472592495442722,0.415144806947895,1
"214","group","Starr Nunatak-Random Hills",0,-0.0109426763363085,-0.513122729482435,0.491237376809818,1
"215","group","Richard Nunatak-Random Hills",0,-0.192950542544697,-0.820675608977355,0.434774523887961,0.999999687282601
"216","group","Schultz Peak-Random Hills",0,-0.132467254797874,-0.760192321230532,0.495257811634785,0.999999999992191
"217","group","Battleship Promontory-Random Hills",0,0.0271904271093849,-0.405439218821457,0.459820073040226,1
"218","group","Convoy Range-Random Hills",0,-0.0665826339513039,-0.628037001840902,0.494871733938294,1
"219","group","Mt. Elektra-Random Hills",0,0.0597849366568454,-0.377696782258326,0.497266655572016,1
"220","group","Siegfried Peak-Random Hills",0,-0.000612615387135196,-0.502792668533262,0.501567437758991,1
"221","group","Linnaeus Terrace-Random Hills",0,0.0435157101471514,-0.385302146539126,0.472333566833429,1
"222","group","Finger Mt.-Random Hills",0,-0.00969374402983125,-0.457579387973193,0.43819189991353,1
"223","group","University Valley-Random Hills",0,0.00237755261753336,-0.456048019111261,0.460803124346328,1
"224","group","Knobhead-Random Hills",0,-0.783669944201079,-1.57768632592416,0.0103464375220037,0.0586528022935124
"225","group","Mt. New Zealand-Kay Island",0,0.0482887478217044,-0.453891305324422,0.550468800967831,1
"226","group","Mt. Dickason-Kay Island",0,0.0833089994384297,-0.441883471299222,0.608501470176082,1
"227","group","Mt. Nansen-Kay Island",0,0.0704105771905755,-0.491043790699022,0.631864945080173,1
"228","group","Mt. Keinath-Kay Island",0,-0.677324990689791,-1.47134137241287,0.116691391033291,0.242842466583846
"229","group","Anderson Ridge-Kay Island",0,-0.408041779984895,-1.03576684641755,0.219683286447763,0.8160520337056
"230","group","Vegetation Island-Kay Island",0,0.140454407039955,-0.384738063697697,0.665646877777607,0.999999992349347
"231","group","Mt. Larsen-Kay Island",0,-0.304936547442459,-0.932661613875117,0.322788518990199,0.994835058565494
"232","group","Inexpressible Island-Kay Island",0,0.17771770497059,-0.296797842887213,0.652233252828394,0.999964794080437
"233","group","Mt. Billing-Kay Island",0,0.066097041983979,-0.392328529744815,0.524522613712773,1
"234","group","Widowmaker Pass-Kay Island",0,-0.0399593345213277,-0.56515180525898,0.485233136216324,1
"235","group","Trio Nunatak-Kay Island",0,0.0398345322265125,-0.425698836572478,0.505367901025503,1
"236","group","Unnamed Nunatak-Kay Island",0,0.0352940915263975,-0.466885961619729,0.537474144672524,1
"237","group","Harrow Peak-Kay Island",0,-0.677324990689791,-1.47134137241287,0.116691391033292,0.242842466583848
"238","group","Mt. McGee-Kay Island",0,-0.112977698291511,-0.740702764724169,0.514747368141147,1
"239","group","Ricker Hills-Kay Island",0,-0.204921782579748,-0.691155528237874,0.281311963078378,0.999589575231815
"240","group","Mt. Bowen-Kay Island",0,-0.67732499068979,-1.47134137241287,0.116691391033293,0.242842466583851
"241","group","Pudding Butte-Kay Island",0,0.0776211092638773,-0.366247541931431,0.521489760459186,1
"242","group","Starr Nunatak-Kay Island",0,0.0954022771749826,-0.406777775971144,0.597582330321109,1
"243","group","Richard Nunatak-Kay Island",0,-0.086605589033406,-0.714330655466064,0.541119477399252,1
"244","group","Schultz Peak-Kay Island",0,-0.0261223012865824,-0.653847367719241,0.601602765146076,1
"245","group","Battleship Promontory-Kay Island",0,0.133535380620676,-0.299094265310166,0.566165026551518,0.999999652226407
"246","group","Convoy Range-Kay Island",0,0.0397623195599872,-0.521692048329611,0.601216687449585,1
"247","group","Mt. Elektra-Kay Island",0,0.166129890168137,-0.271351828747035,0.603611609083308,0.999952328496038
"248","group","Siegfried Peak-Kay Island",0,0.105732338124156,-0.396447715021971,0.607912391270282,0.999999999992719
"249","group","Linnaeus Terrace-Kay Island",0,0.149860663658443,-0.278957193027835,0.57867852034472,0.999992705072207
"250","group","Finger Mt.-Kay Island",0,0.0966512094814599,-0.351234434461902,0.544536853424821,0.999999999984521
"251","group","University Valley-Kay Island",0,0.108722506128825,-0.34970306559997,0.567148077857619,0.999999999746217
"252","group","Knobhead-Kay Island",0,-0.677324990689788,-1.47134137241287,0.116691391033295,0.242842466583857
"253","group","Mt. Dickason-Mt. New Zealand",0,0.0350202516167253,-0.42626158183768,0.496302085071131,1
"254","group","Mt. Nansen-Mt. New Zealand",0,0.0221218293688711,-0.480058223777255,0.524301882514998,1
